Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
12163,21-08-2020 9.23,Electronics,382,2,1532,PayPal,67,1,Sonia Moreno,67,Male,0
12163,24-04-2023 23.55,Home,400,5,1673,Credit Card,67,1,Sonia Moreno,67,Male,0
28248,09-04-2023 1.33,Clothing,410,1,445,Cash,48,,Kelly Ramirez,48,Male,1
28248,26-04-2020 21.19,Books,70,5,1037,PayPal,48,0,Kelly Ramirez,48,Male,1
28248,12-09-2023 20.36,Home,243,3,2516,PayPal,48,0,Kelly Ramirez,48,Male,1
28248,25-06-2021 14.52,Home,131,4,2019,PayPal,48,0,Kelly Ramirez,48,Male,1
28248,24-11-2021 7.13,Home,327,1,1496,Cash,48,,Kelly Ramirez,48,Male,1
28248,22-09-2022 17.12,Books,405,3,1687,PayPal,48,1,Kelly Ramirez,48,Male,1
28248,03-08-2021 9.41,Electronics,219,2,468,PayPal,48,0,Kelly Ramirez,48,Male,1
6761,29-11-2021 12.56,Books,218,5,3034,Credit Card,46,0,Johnny Peterson,46,Female,0
6761,23-11-2020 5.27,Clothing,304,4,3110,Cash,46,,Johnny Peterson,46,Female,0
6761,08-01-2020 5.34,Clothing,20,4,3075,PayPal,46,0,Johnny Peterson,46,Female,0
6761,10-05-2021 17.46,Home,400,2,1036,Cash,46,,Johnny Peterson,46,Female,0
17018,27-06-2023 3.47,Home,227,2,1953,Cash,21,1,Jerry Mendoza,21,Male,0
17018,17-01-2022 11.15,Clothing,285,3,4630,Credit Card,21,1,Jerry Mendoza,21,Male,0
17018,03-03-2022 4.41,Books,31,1,268,Credit Card,21,0,Jerry Mendoza,21,Male,0
17018,10-05-2020 0.33,Books,434,4,456,PayPal,21,0,Jerry Mendoza,21,Male,0
17018,09-12-2022 8.32,Home,156,3,3937,Credit Card,21,0,Jerry Mendoza,21,Male,0
17018,30-04-2021 13.16,Clothing,119,3,3967,PayPal,21,,Jerry Mendoza,21,Male,0
17018,25-06-2020 0.15,Electronics,53,4,3729,PayPal,21,1,Jerry Mendoza,21,Male,0
11462,12-01-2020 9.59,Clothing,485,3,509,PayPal,32,1,Cory Wagner,32,Female,0
11462,12-01-2023 7.48,Home,191,4,1785,PayPal,32,,Cory Wagner,32,Female,0
11462,04-01-2022 0.05,Books,31,5,1464,Cash,32,0,Cory Wagner,32,Female,0
11462,27-08-2020 13.27,Home,355,5,1799,Credit Card,32,1,Cory Wagner,32,Female,0
11462,27-02-2023 13.50,Books,284,3,297,Crypto,32,0,Cory Wagner,32,Female,0
11462,20-04-2020 14.48,Clothing,82,5,3439,Cash,32,0,Cory Wagner,32,Female,0
43388,14-05-2020 22.22,Home,370,5,1034,Cash,32,1,Cory Zuniga,32,Female,0
43388,02-12-2020 18.32,Clothing,380,2,840,Credit Card,32,1,Cory Zuniga,32,Female,0
43388,20-04-2022 9.45,Home,365,4,3119,PayPal,32,1,Cory Zuniga,32,Female,0
43388,15-09-2020 14.26,Electronics,394,3,2877,Cash,32,1,Cory Zuniga,32,Female,0
43388,07-07-2023 21.17,Home,20,3,3294,PayPal,32,,Cory Zuniga,32,Female,0
43388,20-01-2022 0.51,Clothing,101,3,4487,Credit Card,32,0,Cory Zuniga,32,Female,0
43388,09-08-2021 4.13,Clothing,337,2,4258,Credit Card,32,0,Cory Zuniga,32,Female,0
43388,27-02-2022 9.50,Clothing,453,4,365,Cash,32,,Cory Zuniga,32,Female,0
39199,24-01-2022 1.55,Books,362,1,1766,Credit Card,46,1,Ashley Shelton,46,Male,0
39199,18-03-2023 9.21,Home,448,2,3260,PayPal,46,1,Ashley Shelton,46,Male,0
39199,20-08-2022 0.03,Books,197,5,2442,Credit Card,46,1,Ashley Shelton,46,Male,0
39199,25-07-2020 7.42,Clothing,21,2,559,PayPal,46,,Ashley Shelton,46,Male,0
39199,04-12-2021 16.00,Clothing,250,2,2630,Cash,46,1,Ashley Shelton,46,Male,0
3843,03-04-2021 10.46,Electronics,441,2,556,Credit Card,43,1,Shelly Higgins,43,Male,0
3843,12-02-2022 17.01,Books,401,3,1996,Crypto,43,1,Shelly Higgins,43,Male,0
3843,10-03-2020 17.38,Electronics,276,3,4997,Credit Card,43,,Shelly Higgins,43,Male,0
3843,16-05-2020 21.10,Books,15,2,1651,PayPal,43,1,Shelly Higgins,43,Male,0
3843,11-02-2022 18.27,Books,164,5,3607,Credit Card,43,1,Shelly Higgins,43,Male,0
49593,19-12-2022 18.27,Home,136,5,3200,PayPal,24,1,Steve Patton,24,Male,1
49593,21-05-2021 20.48,Home,299,2,1171,Crypto,24,0,Steve Patton,24,Male,1
49593,08-01-2022 14.20,Books,196,1,2550,Credit Card,24,0,Steve Patton,24,Male,1
49593,01-05-2021 15.03,Books,227,3,1856,PayPal,24,,Steve Patton,24,Male,1
49593,03-10-2022 23.40,Home,291,2,419,Credit Card,24,1,Steve Patton,24,Male,1
49593,03-04-2022 16.32,Clothing,342,1,337,PayPal,24,0,Steve Patton,24,Male,1
49593,12-12-2021 8.09,Clothing,265,4,4613,PayPal,24,1,Steve Patton,24,Male,1
49593,31-03-2022 22.48,Books,124,2,1848,Crypto,24,0,Steve Patton,24,Male,1
49593,27-11-2021 19.47,Books,388,2,743,Cash,24,,Steve Patton,24,Male,1
49593,16-12-2022 5.11,Home,121,5,4434,PayPal,24,0,Steve Patton,24,Male,1
49593,19-05-2021 16.21,Clothing,124,1,3246,Credit Card,24,0,Steve Patton,24,Male,1
49593,17-08-2022 23.49,Books,18,5,2670,PayPal,24,1,Steve Patton,24,Male,1
34772,30-11-2020 10.39,Home,450,2,1899,Cash,51,1,Kimberly Burgess,51,Male,0
34772,18-08-2020 23.37,Books,313,3,3770,Crypto,51,0,Kimberly Burgess,51,Male,0
34772,10-12-2021 8.34,Electronics,389,3,1722,Cash,51,1,Kimberly Burgess,51,Male,0
34772,30-11-2022 18.46,Clothing,177,5,4684,Credit Card,51,1,Kimberly Burgess,51,Male,0
34772,26-07-2022 19.45,Books,15,5,3060,Credit Card,51,1,Kimberly Burgess,51,Male,0
34772,02-10-2020 12.19,Books,62,2,2786,Credit Card,51,0,Kimberly Burgess,51,Male,0
34772,02-01-2020 16.27,Clothing,63,3,3910,Credit Card,51,,Kimberly Burgess,51,Male,0
34772,29-06-2020 13.01,Clothing,140,2,3469,PayPal,51,1,Kimberly Burgess,51,Male,0
47326,24-01-2023 15.29,Clothing,386,3,802,Cash,39,1,Heather Diaz,39,Male,0
47326,25-08-2022 12.48,Electronics,188,5,2582,PayPal,39,,Heather Diaz,39,Male,0
47326,08-08-2020 16.02,Home,371,1,668,Crypto,39,1,Heather Diaz,39,Male,0
47326,23-06-2023 22.41,Clothing,400,5,1961,PayPal,39,1,Heather Diaz,39,Male,0
47326,03-04-2023 12.12,Clothing,392,2,5168,Cash,39,1,Heather Diaz,39,Male,0
47326,14-10-2021 14.16,Electronics,486,5,3882,Credit Card,39,1,Heather Diaz,39,Male,0
24270,01-03-2021 7.43,Electronics,323,1,3579,Crypto,60,1,Phillip Harris,60,Male,1
24270,25-01-2020 8.55,Books,332,2,5247,PayPal,60,1,Phillip Harris,60,Male,1
24270,28-10-2022 12.24,Clothing,92,2,1792,PayPal,60,0,Phillip Harris,60,Male,1
24270,14-05-2023 22.58,Clothing,495,2,422,Credit Card,60,0,Phillip Harris,60,Male,1
24270,19-06-2023 17.24,Clothing,127,3,4642,Credit Card,60,1,Phillip Harris,60,Male,1
25638,13-11-2022 5.57,Books,289,3,926,PayPal,64,,Eric Huynh,64,Female,0
25638,30-01-2021 12.30,Clothing,79,5,1470,Credit Card,64,1,Eric Huynh,64,Female,0
25638,02-02-2023 11.25,Books,294,3,1614,PayPal,64,0,Eric Huynh,64,Female,0
25638,12-07-2021 21.34,Electronics,364,2,4962,Credit Card,64,,Eric Huynh,64,Female,0
25638,18-12-2021 0.23,Home,133,4,4823,PayPal,64,1,Eric Huynh,64,Female,0
44610,21-12-2022 17.26,Clothing,291,5,3628,Crypto,68,0,Jennifer Cruz,68,Male,0
44610,08-05-2023 4.11,Clothing,16,4,3605,Credit Card,68,0,Jennifer Cruz,68,Male,0
44610,04-01-2021 18.47,Electronics,348,1,1752,Credit Card,68,1,Jennifer Cruz,68,Male,0
44610,19-11-2021 17.40,Clothing,212,4,3156,Credit Card,68,1,Jennifer Cruz,68,Male,0
44610,08-10-2022 14.22,Home,90,3,4768,Credit Card,68,1,Jennifer Cruz,68,Male,0
44610,30-05-2020 14.16,Books,46,2,1738,Credit Card,68,,Jennifer Cruz,68,Male,0
42239,27-01-2022 22.49,Home,39,2,5118,Crypto,67,1,Brian Ross,67,Male,0
42239,15-02-2023 17.11,Clothing,424,1,1683,Cash,67,,Brian Ross,67,Male,0
42239,07-02-2023 13.42,Clothing,229,2,4546,PayPal,67,0,Brian Ross,67,Male,0
42239,04-03-2020 4.39,Home,127,2,5015,Cash,67,,Brian Ross,67,Male,0
42239,26-04-2020 22.09,Home,113,2,734,PayPal,67,0,Brian Ross,67,Male,0
42239,25-10-2020 1.16,Clothing,129,5,1839,PayPal,67,1,Brian Ross,67,Male,0
36664,06-03-2021 6.25,Books,404,5,1950,Cash,22,1,Scott Calhoun,22,Female,1
36664,09-04-2020 9.11,Electronics,437,5,2968,Crypto,22,0,Scott Calhoun,22,Female,1
36664,11-11-2020 3.59,Electronics,445,4,2773,Cash,22,0,Scott Calhoun,22,Female,1
36664,19-07-2023 2.29,Books,340,5,965,Credit Card,22,0,Scott Calhoun,22,Female,1
36664,23-12-2020 17.03,Clothing,100,4,3013,Crypto,22,0,Scott Calhoun,22,Female,1
36664,28-03-2020 23.47,Electronics,409,3,2025,PayPal,22,1,Scott Calhoun,22,Female,1
36664,21-04-2021 12.42,Clothing,86,1,3670,PayPal,22,1,Scott Calhoun,22,Female,1
36664,16-09-2022 15.43,Electronics,354,2,1457,Credit Card,22,0,Scott Calhoun,22,Female,1
36664,03-12-2022 15.32,Home,250,2,2197,Credit Card,22,0,Scott Calhoun,22,Female,1
23703,07-07-2022 6.26,Books,449,4,4067,PayPal,19,0,Gregory Bolton,19,Female,1
23703,18-04-2021 7.03,Clothing,80,4,4371,Credit Card,19,,Gregory Bolton,19,Female,1
23703,18-02-2020 8.14,Home,158,4,2876,Credit Card,19,0,Gregory Bolton,19,Female,1
23703,30-11-2020 5.18,Clothing,450,3,4174,PayPal,19,1,Gregory Bolton,19,Female,1
6089,28-11-2020 4.50,Home,215,2,4781,Credit Card,49,,Megan Reed,49,Male,0
6089,24-01-2020 5.58,Books,151,3,2570,Cash,49,1,Megan Reed,49,Male,0
6089,10-01-2022 22.12,Clothing,92,3,265,PayPal,49,0,Megan Reed,49,Male,0
6089,23-05-2023 18.03,Books,46,4,4767,Credit Card,49,0,Megan Reed,49,Male,0
6089,27-05-2022 0.39,Electronics,69,2,936,Crypto,49,1,Megan Reed,49,Male,0
6089,04-10-2020 3.37,Home,417,4,3034,Cash,49,0,Megan Reed,49,Male,0
6089,14-02-2021 23.03,Books,349,3,2875,PayPal,49,1,Megan Reed,49,Male,0
6089,17-02-2022 18.29,Books,153,3,619,PayPal,49,0,Megan Reed,49,Male,0
6089,13-06-2021 3.23,Clothing,450,5,3578,Credit Card,49,1,Megan Reed,49,Male,0
6089,21-09-2020 22.45,Electronics,56,3,2959,Credit Card,49,1,Megan Reed,49,Male,0
34085,20-06-2020 23.00,Electronics,289,5,3666,Cash,63,,John White,63,Male,0
34085,31-01-2021 15.39,Books,462,3,789,Credit Card,63,,John White,63,Male,0
34085,21-03-2021 11.49,Books,16,3,3357,Cash,63,,John White,63,Male,0
34085,27-11-2022 13.42,Electronics,88,3,1468,Cash,63,0,John White,63,Male,0
34085,17-05-2022 1.51,Home,71,2,2712,Credit Card,63,0,John White,63,Male,0
43154,04-08-2020 5.06,Books,432,1,3877,Cash,41,1,Dwayne Shelton,41,Female,1
43154,26-09-2022 16.35,Books,393,1,1388,Credit Card,41,1,Dwayne Shelton,41,Female,1
43154,14-06-2020 12.00,Books,184,3,3554,Credit Card,41,1,Dwayne Shelton,41,Female,1
43154,30-01-2022 4.49,Books,103,5,3664,Crypto,41,0,Dwayne Shelton,41,Female,1
43154,07-12-2022 15.54,Home,118,3,2854,Cash,41,0,Dwayne Shelton,41,Female,1
24260,09-10-2020 0.41,Electronics,485,2,1317,Cash,27,0,Linda Williams,27,Male,0
24260,13-08-2021 23.45,Clothing,416,3,2937,PayPal,27,1,Linda Williams,27,Male,0
24260,15-02-2021 0.42,Clothing,334,5,409,Credit Card,27,,Linda Williams,27,Male,0
24260,17-09-2020 10.24,Books,413,4,2524,Credit Card,27,0,Linda Williams,27,Male,0
24260,21-09-2022 4.46,Electronics,492,5,4220,PayPal,27,1,Linda Williams,27,Male,0
24260,14-12-2020 8.46,Electronics,12,3,303,PayPal,27,0,Linda Williams,27,Male,0
24260,27-05-2021 17.49,Books,198,4,707,Cash,27,0,Linda Williams,27,Male,0
24260,11-06-2022 16.02,Home,375,3,986,Credit Card,27,0,Linda Williams,27,Male,0
24260,18-06-2020 20.09,Clothing,38,3,2774,Credit Card,27,,Linda Williams,27,Male,0
24260,01-10-2021 2.54,Books,196,5,3607,Credit Card,27,1,Linda Williams,27,Male,0
24260,22-11-2021 19.53,Clothing,489,3,671,PayPal,27,0,Linda Williams,27,Male,0
24260,15-03-2021 10.10,Books,414,5,2327,Crypto,27,0,Linda Williams,27,Male,0
15269,23-08-2023 14.14,Clothing,341,3,2152,PayPal,59,1,Amanda Davis,59,Female,0
15269,01-12-2021 12.39,Home,314,2,3112,Credit Card,59,1,Amanda Davis,59,Female,0
15269,14-12-2021 21.46,Clothing,20,5,1996,Credit Card,59,0,Amanda Davis,59,Female,0
15269,25-10-2022 6.14,Electronics,353,4,3738,Cash,59,1,Amanda Davis,59,Female,0
15269,23-07-2021 16.14,Books,346,4,3748,Credit Card,59,0,Amanda Davis,59,Female,0
15269,09-11-2021 12.46,Home,322,5,1900,PayPal,59,,Amanda Davis,59,Female,0
15269,04-10-2022 2.17,Home,430,5,1942,PayPal,59,,Amanda Davis,59,Female,0
5241,17-04-2021 15.48,Books,84,2,2262,Credit Card,30,,Gina Pratt,30,Male,1
5241,10-10-2021 7.54,Electronics,370,3,1389,Crypto,30,1,Gina Pratt,30,Male,1
5241,15-11-2021 9.12,Home,355,3,1626,Credit Card,30,1,Gina Pratt,30,Male,1
5241,02-09-2022 8.39,Clothing,55,2,1711,Crypto,30,1,Gina Pratt,30,Male,1
5241,01-08-2022 12.11,Electronics,325,1,373,PayPal,30,1,Gina Pratt,30,Male,1
3443,13-01-2020 22.41,Clothing,270,3,4366,PayPal,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,19-12-2020 9.21,Electronics,384,1,2388,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,05-01-2021 2.45,Electronics,53,2,1572,Cash,52,0,Dr. Hunter Liu Jr.,52,Female,1
3443,11-09-2020 22.17,Electronics,168,4,3004,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,15-05-2023 12.34,Books,425,4,2386,PayPal,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,04-05-2021 14.09,Electronics,243,2,1768,PayPal,52,0,Dr. Hunter Liu Jr.,52,Female,1
3443,04-06-2020 23.22,Electronics,428,3,1344,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,13-02-2021 12.45,Books,108,5,3635,Cash,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,13-02-2021 1.23,Electronics,56,1,1040,Credit Card,52,0,Dr. Hunter Liu Jr.,52,Female,1
47413,06-03-2022 16.11,Electronics,489,2,3657,PayPal,61,0,Elizabeth Brown,61,Male,1
47413,03-01-2023 11.48,Clothing,114,3,5143,Credit Card,61,,Elizabeth Brown,61,Male,1
47413,23-02-2022 2.28,Books,87,1,422,Credit Card,61,1,Elizabeth Brown,61,Male,1
47413,09-01-2021 16.55,Home,258,5,704,PayPal,61,,Elizabeth Brown,61,Male,1
47413,17-06-2022 18.26,Electronics,137,2,2056,Crypto,61,0,Elizabeth Brown,61,Male,1
47413,09-02-2023 1.25,Electronics,465,3,628,Cash,61,1,Elizabeth Brown,61,Male,1
47413,12-08-2023 19.34,Clothing,111,5,618,Crypto,61,,Elizabeth Brown,61,Male,1
47413,29-05-2022 18.13,Clothing,32,5,2661,Credit Card,61,0,Elizabeth Brown,61,Male,1
39920,06-10-2022 12.40,Home,122,2,1591,PayPal,38,1,Andrew Zimmerman,38,Female,0
39920,28-07-2023 2.33,Books,346,4,4375,Credit Card,38,1,Andrew Zimmerman,38,Female,0
39920,05-03-2020 10.15,Electronics,150,5,390,PayPal,38,0,Andrew Zimmerman,38,Female,0
39920,20-10-2020 22.07,Clothing,127,3,1171,Cash,38,,Andrew Zimmerman,38,Female,0
39920,06-04-2022 20.21,Home,37,1,332,Cash,38,,Andrew Zimmerman,38,Female,0
39920,28-06-2021 9.10,Clothing,419,1,2515,Crypto,38,0,Andrew Zimmerman,38,Female,0
39920,08-05-2020 13.00,Clothing,383,3,897,Credit Card,38,1,Andrew Zimmerman,38,Female,0
39920,29-12-2021 22.58,Books,398,2,5152,Credit Card,38,0,Andrew Zimmerman,38,Female,0
45933,04-02-2023 5.38,Home,396,2,3092,PayPal,23,0,Corey Barajas,23,Female,0
45933,19-08-2021 22.54,Books,155,4,3944,Crypto,23,,Corey Barajas,23,Female,0
45933,19-05-2021 5.01,Clothing,35,5,4714,Crypto,23,1,Corey Barajas,23,Female,0
45933,15-04-2021 21.40,Books,202,3,4116,Crypto,23,1,Corey Barajas,23,Female,0
45933,11-03-2020 13.25,Home,291,3,3056,Crypto,23,0,Corey Barajas,23,Female,0
45933,21-10-2022 10.27,Home,484,4,2950,Cash,23,,Corey Barajas,23,Female,0
45933,28-01-2020 6.44,Clothing,49,3,423,Credit Card,23,,Corey Barajas,23,Female,0
8969,07-03-2023 2.16,Books,382,5,2134,Credit Card,28,1,Brian Salas,28,Female,1
8969,01-04-2022 6.55,Clothing,414,3,5124,PayPal,28,,Brian Salas,28,Female,1
44809,11-11-2020 19.41,Home,425,3,3669,PayPal,30,,David Vincent,30,Male,0
44809,22-07-2022 17.39,Clothing,113,1,2216,Crypto,30,0,David Vincent,30,Male,0
44809,27-03-2022 12.11,Clothing,95,1,620,Cash,30,0,David Vincent,30,Male,0
44809,21-08-2022 21.23,Home,349,2,3950,Credit Card,30,1,David Vincent,30,Male,0
44809,29-08-2022 1.49,Clothing,238,1,1548,Crypto,30,0,David Vincent,30,Male,0
44809,21-03-2020 15.39,Clothing,209,1,4516,Credit Card,30,0,David Vincent,30,Male,0
6163,21-09-2020 22.01,Home,424,3,544,Credit Card,30,0,Jennifer Klein,30,Male,0
6163,30-06-2022 18.37,Clothing,36,2,3736,Cash,30,1,Jennifer Klein,30,Male,0
6163,04-02-2023 11.49,Books,488,2,647,Cash,30,,Jennifer Klein,30,Male,0
6163,01-03-2022 12.33,Books,25,3,4216,PayPal,30,0,Jennifer Klein,30,Male,0
6163,25-04-2023 10.29,Books,155,1,1861,PayPal,30,,Jennifer Klein,30,Male,0
2919,23-11-2022 8.01,Books,214,4,2023,PayPal,39,,Brian Ward,39,Male,0
2919,05-11-2021 19.51,Books,493,1,4682,Credit Card,39,,Brian Ward,39,Male,0
2919,31-01-2020 12.11,Home,291,3,4768,PayPal,39,0,Brian Ward,39,Male,0
2919,01-01-2023 18.37,Books,315,1,1974,PayPal,39,1,Brian Ward,39,Male,0
2919,04-04-2020 3.45,Home,435,1,3254,Cash,39,1,Brian Ward,39,Male,0
2919,28-08-2022 6.12,Books,430,3,1777,PayPal,39,0,Brian Ward,39,Male,0
2919,02-12-2021 5.29,Books,209,4,4527,Credit Card,39,1,Brian Ward,39,Male,0
2919,23-10-2021 12.16,Books,381,1,1903,Credit Card,39,0,Brian Ward,39,Male,0
2919,02-07-2020 17.27,Books,333,3,4851,PayPal,39,0,Brian Ward,39,Male,0
2919,20-08-2021 12.58,Clothing,140,2,2268,Cash,39,0,Brian Ward,39,Male,0
33320,17-05-2022 8.08,Home,450,3,4899,Credit Card,21,0,Laura Vance,21,Male,1
33320,07-06-2021 12.22,Electronics,495,5,2153,PayPal,21,1,Laura Vance,21,Male,1
33320,13-09-2022 8.28,Books,87,5,3926,PayPal,21,0,Laura Vance,21,Male,1
33320,31-03-2020 0.48,Clothing,224,1,1108,Credit Card,21,1,Laura Vance,21,Male,1
33320,05-07-2020 19.40,Books,480,1,2993,Credit Card,21,0,Laura Vance,21,Male,1
33320,20-09-2020 18.23,Books,380,3,2878,PayPal,21,1,Laura Vance,21,Male,1
33320,31-07-2023 21.39,Clothing,205,5,442,Credit Card,21,0,Laura Vance,21,Male,1
33320,30-12-2021 23.46,Electronics,296,5,1255,Crypto,21,1,Laura Vance,21,Male,1
33320,12-06-2021 22.22,Clothing,421,4,661,Credit Card,21,1,Laura Vance,21,Male,1
33320,26-05-2020 10.08,Home,420,2,634,Credit Card,21,1,Laura Vance,21,Male,1
19284,19-06-2023 16.19,Clothing,269,4,922,Credit Card,59,0,Lindsey Stewart,59,Female,0
19284,16-04-2022 7.48,Books,261,4,3193,Cash,59,1,Lindsey Stewart,59,Female,0
19284,14-01-2022 14.39,Clothing,255,2,4548,Cash,59,0,Lindsey Stewart,59,Female,0
19284,06-05-2021 6.25,Books,346,3,2667,Credit Card,59,1,Lindsey Stewart,59,Female,0
19284,02-07-2022 5.53,Clothing,354,4,4623,Credit Card,59,0,Lindsey Stewart,59,Female,0
38226,12-02-2020 7.00,Electronics,311,3,3750,Credit Card,46,0,Edward Mejia,46,Female,0
38226,22-02-2021 18.39,Clothing,493,5,2214,Crypto,46,1,Edward Mejia,46,Female,0
38226,06-07-2020 1.22,Clothing,443,5,2729,PayPal,46,,Edward Mejia,46,Female,0
38226,22-09-2021 19.38,Clothing,468,3,4398,Cash,46,1,Edward Mejia,46,Female,0
38226,19-06-2021 0.48,Books,253,2,3034,PayPal,46,1,Edward Mejia,46,Female,0
38226,30-11-2021 6.57,Clothing,318,1,279,Credit Card,46,1,Edward Mejia,46,Female,0
7547,03-12-2021 0.52,Home,404,3,1913,PayPal,43,0,Christina Miller,43,Male,0
7547,26-02-2020 0.34,Electronics,103,4,4895,PayPal,43,1,Christina Miller,43,Male,0
7547,02-03-2023 4.57,Electronics,49,1,4400,PayPal,43,0,Christina Miller,43,Male,0
7547,19-02-2020 18.00,Home,428,4,1427,PayPal,43,1,Christina Miller,43,Male,0
7547,14-01-2023 20.57,Clothing,376,5,289,Credit Card,43,1,Christina Miller,43,Male,0
7547,23-05-2020 16.06,Electronics,122,1,5008,Credit Card,43,,Christina Miller,43,Male,0
7547,29-04-2022 6.03,Home,442,5,2206,PayPal,43,1,Christina Miller,43,Male,0
7547,20-04-2021 4.26,Home,314,5,3146,Credit Card,43,0,Christina Miller,43,Male,0
7547,11-12-2021 20.06,Home,409,1,2122,Credit Card,43,,Christina Miller,43,Male,0
18196,13-10-2022 4.34,Clothing,358,3,5080,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,12-06-2023 22.25,Home,182,5,936,PayPal,37,0,Stacy Rowland,37,Male,0
18196,05-03-2022 10.44,Electronics,243,2,3453,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,02-09-2020 10.47,Books,185,4,3206,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,24-05-2023 21.33,Books,354,5,1366,Crypto,37,1,Stacy Rowland,37,Male,0
18196,10-07-2023 15.42,Clothing,460,1,312,Credit Card,37,,Stacy Rowland,37,Male,0
14162,08-04-2020 13.24,Home,81,3,1761,Cash,34,1,Danielle Davis,34,Male,0
14162,13-12-2020 16.16,Electronics,266,4,3875,Credit Card,34,1,Danielle Davis,34,Male,0
14162,03-02-2023 23.53,Electronics,262,3,3768,Credit Card,34,0,Danielle Davis,34,Male,0
14162,14-06-2022 6.18,Electronics,401,3,3669,Credit Card,34,,Danielle Davis,34,Male,0
14162,24-03-2020 12.14,Books,489,4,2681,PayPal,34,0,Danielle Davis,34,Male,0
14162,06-06-2021 23.03,Books,371,2,2574,Credit Card,34,0,Danielle Davis,34,Male,0
8626,08-03-2023 4.08,Clothing,41,3,4198,Crypto,22,1,Ralph Flores,22,Male,0
8626,08-09-2020 16.04,Clothing,40,1,372,Credit Card,22,1,Ralph Flores,22,Male,0
8626,06-01-2022 8.33,Clothing,33,3,2800,Credit Card,22,0,Ralph Flores,22,Male,0
8626,05-11-2020 10.42,Books,451,4,3949,Crypto,22,,Ralph Flores,22,Male,0
8626,06-07-2023 10.07,Clothing,449,2,3482,Crypto,22,0,Ralph Flores,22,Male,0
8626,13-03-2020 4.37,Books,498,5,367,PayPal,22,1,Ralph Flores,22,Male,0
8626,10-01-2022 3.25,Clothing,74,3,4807,PayPal,22,0,Ralph Flores,22,Male,0
8626,02-06-2021 3.00,Electronics,184,1,4651,PayPal,22,1,Ralph Flores,22,Male,0
